Job,Operation,Machine,Start,Duration,End,Worker
1,1,3,0,1,1,None
1,2,1,1,3,4,None
1,3,2,8,6,14,None
1,4,4,14,7,21,None
1,5,6,27,3,30,None
1,6,5,49,6,55,None
2,1,2,18,8,26,None
2,2,3,26,5,31,None
2,3,5,31,10,41,None
2,4,6,41,10,51,None
2,5,1,51,10,61,None
2,6,4,61,4,65,None
3,1,3,1,5,6,None
3,2,4,6,4,10,None
3,3,6,15,8,23,None
3,4,1,30,9,39,None
3,5,2,39,1,40,None
3,6,5,55,7,62,None
4,1,2,3,5,8,None
4,2,1,8,5,13,None
4,3,3,15,5,20,None
4,4,4,21,3,24,None
4,5,5,41,8,49,None
4,6,6,51,9,60,None
5,1,3,6,9,15,None
5,2,2,15,3,18,None
5,3,5,18,5,23,None
5,4,6,23,4,27,None
5,5,1,27,3,30,None
5,6,4,30,1,31,None
6,1,2,0,3,3,None
6,2,4,3,3,6,None
6,3,6,6,9,15,None
6,4,1,15,10,25,None
6,5,5,25,4,29,None
6,6,3,31,1,32,None
