Job,Operation,Machine,Start,Duration,End,Worker
1,1,4,118,5,123,None
1,2,7,123,7,130,None
1,3,3,130,19,149,None
1,4,7,149,14,163,None
1,5,4,163,5,168,None
1,6,1,168,10,178,None
1,7,10,282,18,300,None
1,8,7,416,10,426,None
1,9,8,454,9,463,None
1,10,3,499,5,504,None
2,1,2,83,5,88,None
2,2,4,88,5,93,None
2,3,8,93,12,105,None
2,4,1,105,10,115,None
2,5,10,193,19,212,None
2,6,4,212,19,231,None
2,7,7,258,14,272,None
2,8,5,272,9,281,None
2,9,9,281,5,286,None
2,10,1,286,19,305,None
2,11,7,426,10,436,None
2,12,1,436,16,452,None
3,1,9,25,5,30,None
3,2,1,30,19,49,None
3,3,1,68,10,78,None
3,4,3,253,19,272,None
3,5,4,282,5,287,None
3,6,4,287,5,292,None
3,7,3,292,5,297,None
3,8,10,300,10,310,None
3,9,5,322,9,331,None
3,10,1,331,7,338,None
3,11,7,371,10,381,None
3,12,1,381,10,391,None
3,13,10,431,19,450,None
3,14,10,468,18,486,None
4,1,10,11,10,21,None
4,2,5,94,7,101,None
4,3,7,101,14,115,None
4,4,1,115,10,125,None
4,5,10,310,18,328,None
4,6,7,443,13,456,None
4,7,5,456,7,463,None
4,8,8,463,9,472,None
4,9,9,482,11,493,None
4,10,5,500,9,509,None
5,1,5,114,9,123,None
5,2,9,123,5,128,None
5,3,4,128,5,133,None
5,4,8,133,9,142,None
5,5,1,142,10,152,None
5,6,9,177,11,188,None
5,7,1,188,7,195,None
5,8,7,273,14,287,None
5,9,4,304,5,309,None
5,10,4,309,19,328,None
5,11,8,347,18,365,None
5,12,10,365,19,384,None
6,1,3,150,15,165,None
6,2,3,165,19,184,None
6,3,5,214,9,223,None
6,4,10,223,19,242,None
6,5,3,356,5,361,None
6,6,4,361,5,366,None
6,7,8,397,14,411,None
6,8,4,445,5,450,None
6,9,10,450,18,468,None
6,10,1,516,7,523,None
7,1,1,0,10,10,None
7,2,10,51,18,69,None
7,3,1,88,7,95,None
7,4,5,181,9,190,None
7,5,8,196,14,210,None
7,6,8,210,19,229,None
7,7,3,238,15,253,None
7,8,5,260,7,267,None
7,9,8,267,18,285,None
7,10,10,346,19,365,None
