Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,0,6,6,None
1,2,1,6,6,12,None
1,3,3,25,1,26,None
1,4,4,40,2,42,None
1,5,8,48,9,57,None
1,6,2,59,3,62,None
1,7,5,62,5,67,None
1,8,6,67,1,68,None
2,1,6,28,1,29,None
2,2,6,30,1,31,None
2,3,1,31,6,37,None
2,4,3,37,1,38,None
2,5,2,41,3,44,None
2,6,6,45,2,47,None
2,7,7,55,2,57,None
3,1,6,40,1,41,None
3,2,2,47,3,50,None
3,3,7,53,1,54,None
3,4,4,58,2,60,None
3,5,3,60,7,67,None
3,6,3,67,1,68,None
4,1,7,5,2,7,None
4,2,1,25,6,31,None
4,3,7,34,9,43,None
4,4,3,45,1,46,None
4,5,4,61,5,66,None
5,1,7,3,2,5,None
5,2,7,9,9,18,None
5,3,3,18,1,19,None
5,4,8,19,9,28,None
5,5,3,28,7,35,None
5,6,2,50,3,53,None
5,7,4,53,5,58,None
6,1,6,22,2,24,None
6,2,4,24,4,28,None
6,3,7,28,1,29,None
6,4,6,29,1,30,None
6,5,5,30,7,37,None
6,6,8,37,9,46,None
6,7,3,46,7,53,None
6,8,6,59,1,60,None
6,9,1,62,6,68,None
7,1,5,6,5,11,None
7,2,3,11,7,18,None
7,3,6,41,1,42,None
7,4,6,57,2,59,None
7,5,6,60,7,67,None
8,1,4,15,5,20,None
8,2,5,20,5,25,None
8,3,2,44,3,47,None
8,4,6,47,2,49,None
8,5,6,56,1,57,None
8,6,7,57,9,66,None
9,1,1,12,6,18,None
9,2,7,18,9,27,None
9,3,3,27,1,28,None
9,4,8,28,9,37,None
9,5,4,42,2,44,None
9,6,6,44,1,45,None
9,7,7,51,2,53,None
9,8,3,53,7,60,None
9,9,2,65,3,68,None
10,1,5,25,5,30,None
10,2,1,37,6,43,None
10,3,7,43,2,45,None
10,4,4,45,5,50,None
10,5,1,50,6,56,None
11,1,8,1,9,10,None
11,2,1,44,6,50,None
11,3,2,62,3,65,None
11,4,4,66,2,68,None
12,1,4,13,2,15,None
12,2,6,18,1,19,None
12,3,1,19,6,25,None
12,4,3,38,7,45,None
12,5,8,57,9,66,None
12,6,7,66,2,68,None
13,1,6,24,2,26,None
13,2,3,26,1,27,None
13,3,6,43,1,44,None
13,4,6,49,7,56,None
14,1,5,37,5,42,None
14,2,6,42,1,43,None
14,3,7,46,5,51,None
15,1,4,2,5,7,None
15,2,7,7,2,9,None
15,3,8,10,9,19,None
15,4,3,35,2,37,None
15,5,7,54,1,55,None
15,6,1,56,6,62,None
