Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,5539,456,5995,None
1,2,2,5995,537,6532,None
1,3,3,6532,123,6655,None
1,4,4,6918,214,7132,None
1,5,5,7132,234,7366,None
2,1,1,3418,789,4207,None
2,2,2,4207,854,5061,None
2,3,3,5061,225,5286,None
2,4,4,5286,528,5814,None
2,5,5,6087,123,6210,None
3,1,1,1123,876,1999,None
3,2,2,2267,632,2899,None
3,3,3,2899,588,3487,None
3,4,4,3487,896,4383,None
3,5,5,4386,456,4842,None
4,1,1,1999,543,2542,None
4,2,2,2899,145,3044,None
4,3,3,3487,669,4156,None
4,4,4,4383,325,4708,None
4,5,5,4842,789,5631,None
5,1,1,457,210,667,None
5,2,2,730,785,1515,None
5,3,3,1570,966,2536,None
5,4,4,2595,147,2742,None
5,5,5,3300,876,4176,None
6,1,1,334,123,457,None
6,2,2,516,214,730,None
6,3,3,1238,332,1570,None
6,4,4,1739,856,2595,None
6,5,5,2757,543,3300,None
7,1,1,667,456,1123,None
7,2,2,1515,752,2267,None
7,3,3,2536,144,2680,None
7,4,4,2742,321,3063,None
7,5,5,4176,210,4386,None
8,1,1,4750,789,5539,None
8,2,2,5593,143,5736,None
8,3,3,5736,755,6491,None
8,4,4,6491,427,6918,None
8,5,5,6999,123,7122,None
9,1,1,2542,876,3418,None
9,2,2,3418,698,4116,None
9,3,3,4156,322,4478,None
9,4,4,4708,546,5254,None
9,5,5,5631,456,6087,None
10,1,1,4207,543,4750,None
10,2,2,5061,532,5593,None
10,3,3,5593,100,5693,None
10,4,4,5814,321,6135,None
10,5,5,6210,789,6999,None
11,1,1,124,210,334,None
11,2,2,371,145,516,None
11,3,3,1124,114,1238,None
11,4,4,1338,401,1739,None
11,5,5,1881,876,2757,None
12,1,1,0,124,124,None
12,2,2,124,247,371,None
12,3,3,371,753,1124,None
12,4,4,1124,214,1338,None
12,5,5,1338,543,1881,None
