Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,278,59,337,None
1,2,2,374,37,411,None
1,3,3,462,67,529,None
1,4,4,641,39,680,None
1,5,5,680,30,710,None
2,1,1,528,89,617,None
2,2,2,746,41,787,None
2,3,3,831,42,873,None
2,4,4,918,59,977,None
2,5,5,1004,43,1047,None
3,1,1,107,18,125,None
3,2,2,126,56,182,None
3,3,3,182,75,257,None
3,4,4,290,95,385,None
3,5,5,387,75,462,None
4,1,1,893,65,958,None
4,2,2,958,67,1025,None
4,3,3,1025,50,1075,None
4,4,4,1124,57,1181,None
4,5,5,1181,13,1194,None
5,1,1,125,1,126,None
5,2,2,182,79,261,None
5,3,3,261,71,332,None
5,4,4,385,78,463,None
5,5,5,463,88,551,None
6,1,1,479,49,528,None
6,2,2,646,100,746,None
6,3,3,801,30,831,None
6,4,4,842,76,918,None
6,5,5,968,36,1004,None
7,1,1,715,99,814,None
7,2,2,871,9,880,None
7,3,3,880,34,914,None
7,4,4,1011,44,1055,None
7,5,5,1073,62,1135,None
8,1,1,436,35,471,None
8,2,2,502,46,548,None
8,3,3,646,58,704,None
8,4,4,796,26,822,None
8,5,5,822,73,895,None
9,1,1,471,8,479,None
9,2,2,548,98,646,None
9,3,3,704,97,801,None
9,4,4,822,20,842,None
9,5,5,895,73,968,None
10,1,1,337,39,376,None
10,2,2,411,73,484,None
10,3,3,529,20,549,None
10,4,4,680,55,735,None
10,5,5,735,30,765,None
11,1,1,376,60,436,None
11,2,2,484,18,502,None
11,3,3,549,97,646,None
11,4,4,735,61,796,None
11,5,5,796,22,818,None
12,1,1,131,71,202,None
12,2,2,343,1,344,None
12,3,3,407,4,411,None
12,4,4,476,88,564,None
12,5,5,565,52,617,None
13,1,1,202,76,278,None
13,2,2,344,30,374,None
13,3,3,411,51,462,None
13,4,4,564,77,641,None
13,5,5,641,22,663,None
14,1,1,1035,30,1065,None
14,2,2,1071,98,1169,None
14,3,3,1169,25,1194,None
14,4,4,1197,43,1240,None
14,5,5,1242,5,1247,None
15,1,1,958,77,1035,None
15,2,2,1035,36,1071,None
15,3,3,1075,76,1151,None
15,4,4,1181,16,1197,None
15,5,5,1197,45,1242,None
16,1,1,126,5,131,None
16,2,2,261,82,343,None
16,3,3,343,64,407,None
16,4,4,463,13,476,None
16,5,5,551,14,565,None
17,1,1,617,98,715,None
17,2,2,787,84,871,None
17,3,3,873,4,877,None
17,4,4,977,34,1011,None
17,5,5,1047,26,1073,None
18,1,1,814,79,893,None
18,2,2,893,28,921,None
18,3,3,921,84,1005,None
18,4,4,1055,69,1124,None
18,5,5,1135,36,1171,None
19,1,1,0,38,38,None
19,2,2,38,36,74,None
19,3,3,74,47,121,None
19,4,4,121,86,207,None
19,5,5,207,1,208,None
20,1,1,38,69,107,None
20,2,2,107,19,126,None
20,3,3,126,54,180,None
20,4,4,207,83,290,None
20,5,5,290,97,387,None
