Job,Operation,Machine,Start,Duration,End,Worker
1,1,2,27,2,29,None
1,2,3,22,4,26,None
1,3,1,21,1,22,None
1,4,2,15,6,21,None
1,5,6,6,3,9,None
1,6,3,0,2,2,None
2,1,6,22,1,23,None
2,2,6,19,3,22,None
2,3,5,17,2,19,None
2,4,3,8,3,11,None
2,5,2,2,1,3,None
2,6,2,0,2,2,None
3,1,1,26,1,27,None
3,2,1,24,2,26,None
3,3,3,11,2,13,None
3,4,5,5,2,7,None
3,5,4,3,1,4,None
3,6,6,0,3,3,None
4,1,5,25,2,27,None
4,2,6,15,1,16,None
4,3,2,9,6,15,None
4,4,1,5,1,6,None
4,5,5,1,4,5,None
4,6,4,0,1,1,None
5,1,1,27,2,29,None
5,2,6,23,3,26,None
5,3,4,20,3,23,None
5,4,1,11,4,15,None
5,5,4,6,2,8,None
5,6,3,2,3,5,None
6,1,5,22,3,25,None
6,2,3,13,4,17,None
6,3,5,11,2,13,None
6,4,1,9,2,11,None
6,5,2,3,6,9,None
6,6,1,0,3,3,None
7,1,4,23,1,24,None
7,2,5,20,2,22,None
7,3,4,14,6,20,None
7,4,1,6,3,9,None
7,5,6,3,3,6,None
8,1,3,26,3,29,None
8,2,1,17,4,21,None
8,3,1,15,2,17,None
8,4,6,12,3,15,None
8,5,5,7,4,11,None
8,6,4,1,2,3,None
9,1,2,21,6,27,None
9,2,3,17,4,21,None
9,3,6,16,1,17,None
9,4,4,8,5,13,None
9,5,3,5,3,8,None
10,1,4,24,3,27,None
10,2,1,22,2,24,None
10,3,5,14,3,17,None
10,4,4,13,1,14,None
10,5,6,9,3,12,None
10,6,4,4,2,6,None
