Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,0,2,2,None
1,2,4,2,4,6,None
1,3,8,6,2,8,None
2,1,2,0,5,5,None
2,2,4,6,3,9,None
2,3,6,9,3,12,None
3,1,3,0,4,4,None
3,2,5,4,2,6,None
3,3,6,6,3,9,None
4,1,2,5,3,8,None
4,2,5,11,5,16,None
4,3,6,17,3,20,None
5,1,3,8,3,11,None
5,2,5,16,1,17,None
5,3,7,17,4,21,None
6,1,3,11,4,15,None
6,2,4,20,2,22,None
6,3,7,22,3,25,None
7,1,2,10,2,12,None
7,2,4,16,4,20,None
7,3,8,20,3,23,None
8,1,1,2,3,5,None
8,2,5,6,5,11,None
8,3,7,11,3,14,None
9,1,1,5,2,7,None
9,2,4,9,1,10,None
9,3,9,10,5,15,None
10,1,3,4,4,8,None
10,2,4,10,3,13,None
10,3,6,13,4,17,None
11,1,2,8,2,10,None
11,2,4,13,3,16,None
11,3,9,16,5,21,None
12,1,1,7,6,13,None
12,2,5,17,4,21,None
12,3,6,21,3,24,None
