Job,Operation,Machine,Start,Duration,End,Worker
1,1,4,176,5,181,None
1,2,7,189,7,196,None
1,3,3,196,19,215,None
1,4,7,220,14,234,None
1,5,4,258,5,263,None
1,6,1,263,10,273,None
1,7,10,347,18,365,None
1,8,7,478,10,488,None
1,9,3,488,11,499,None
1,10,3,518,5,523,None
2,1,2,144,5,149,None
2,2,4,149,5,154,None
2,3,3,154,5,159,None
2,4,1,159,10,169,None
2,5,10,261,19,280,None
2,6,4,320,19,339,None
2,7,7,339,14,353,None
2,8,5,353,9,362,None
2,9,9,362,5,367,None
2,10,1,367,19,386,None
2,11,7,497,10,507,None
2,12,1,507,16,523,None
3,1,9,91,5,96,None
3,2,1,96,19,115,None
3,3,1,115,10,125,None
3,4,3,275,19,294,None
3,5,4,294,5,299,None
3,6,4,304,5,309,None
3,7,3,309,5,314,None
3,8,10,318,10,328,None
3,9,5,328,9,337,None
3,10,1,337,7,344,None
3,11,7,392,10,402,None
3,12,1,402,10,412,None
3,13,10,412,19,431,None
3,14,10,449,18,467,None
4,1,10,97,10,107,None
4,2,5,111,7,118,None
4,3,7,118,14,132,None
4,4,1,132,10,142,None
4,5,10,206,18,224,None
4,6,3,359,15,374,None
4,7,5,384,7,391,None
4,8,3,391,11,402,None
4,9,9,477,11,488,None
4,10,5,500,9,509,None
5,1,5,167,9,176,None
5,2,9,176,5,181,None
5,3,4,181,5,186,None
5,4,8,205,9,214,None
5,5,1,214,10,224,None
5,6,9,395,11,406,None
5,7,1,412,7,419,None
5,8,7,452,14,466,None
5,9,4,466,5,471,None
5,10,3,471,15,486,None
5,11,8,486,18,504,None
5,12,10,504,19,523,None
6,1,3,120,15,135,None
6,2,3,135,19,154,None
6,3,5,178,9,187,None
6,4,10,187,19,206,None
6,5,3,386,5,391,None
6,6,4,400,5,405,None
6,7,8,405,14,419,None
6,8,4,426,5,431,None
6,9,10,431,18,449,None
6,10,1,500,7,507,None
7,1,1,0,10,10,None
7,2,10,12,18,30,None
7,3,1,30,7,37,None
7,4,5,207,9,216,None
7,5,8,216,14,230,None
7,6,8,230,19,249,None
7,7,3,249,15,264,None
7,8,5,264,7,271,None
7,9,8,271,18,289,None
7,10,10,289,19,308,None
7,11,1,308,19,327,None
7,12,1,419,10,429,None
8,1,1,20,10,30,None
8,2,7,72,14,86,None
8,3,1,86,10,96,None
8,4,4,186,19,205,None
8,5,9,205,5,210,None
8,6,4,210,5,215,None
8,7,3,215,19,234,None
8,8,1,234,19,253,None
8,9,4,369,5,374,None
8,10,5,374,9,383,None
8,11,10,383,19,402,None
9,1,7,20,10,30,None
9,2,8,33,14,47,None
9,3,1,47,19,66,None
9,4,10,242,19,261,None
9,5,5,287,7,294,None
9,6,2,294,5,299,None
9,7,4,299,5,304,None
9,8,5,337,7,344,None
9,9,1,344,16,360,None
9,10,1,360,7,367,None
9,11,9,406,11,417,None
9,12,3,417,19,436,None
9,13,1,436,10,446,None
9,14,10,486,18,504,None
10,1,10,78,19,97,None
10,2,5,104,7,111,None
10,3,8,125,18,143,None
10,4,8,143,9,152,None
10,5,1,152,7,159,None
10,6,1,169,10,179,None
10,7,9,309,5,314,None
10,8,3,314,15,329,None
10,9,10,329,18,347,None
10,10,3,438,19,457,None
10,11,1,481,19,500,None
11,1,9,61,5,66,None
11,2,1,66,10,76,None
11,3,8,292,18,310,None
11,4,4,341,19,360,None
11,5,7,364,10,374,None
11,6,3,374,5,379,None
11,7,8,379,9,388,None
11,8,8,388,14,402,None
11,9,10,402,10,412,None
11,10,9,488,11,499,None
11,11,3,499,19,518,None
12,1,10,161,19,180,None
12,2,3,180,11,191,None
12,3,5,191,7,198,None
12,4,1,198,16,214,None
12,5,7,296,14,310,None
12,6,4,310,5,315,None
12,7,4,315,5,320,None
12,8,1,327,10,337,None
12,9,8,468,18,486,None
12,10,5,509,14,523,None
13,1,5,123,7,130,None
13,2,10,135,19,154,None
13,3,7,154,10,164,None
13,4,3,164,15,179,None
13,5,1,179,19,198,None
13,6,8,324,18,342,None
13,7,8,342,14,356,None
13,8,8,356,9,365,None
13,9,10,365,18,383,None
13,10,9,508,5,513,None
13,11,2,513,5,518,None
14,1,1,10,10,20,None
14,2,7,30,7,37,None
14,3,1,37,10,47,None
14,4,9,242,11,253,None
14,5,7,253,14,267,None
14,6,7,267,13,280,None
14,7,10,280,9,289,None
14,8,1,292,16,308,None
14,9,3,457,5,462,None
14,10,9,513,5,518,None
14,11,2,518,5,523,None
15,1,9,189,5,194,None
15,2,5,199,7,206,None
