Job,Operation,Machine,Start,Duration,End,Worker
1,1,4,151,5,156,None
1,2,5,156,58,214,None
1,3,3,686,44,730,None
1,4,1,943,9,952,None
1,5,2,1027,58,1085,None
2,1,2,63,89,152,None
2,2,5,254,96,350,None
2,3,1,504,97,601,None
2,4,3,810,84,894,None
2,5,4,1186,77,1263,None
3,1,3,272,81,353,None
3,2,4,637,85,722,None
3,3,2,722,87,809,None
3,4,5,1158,39,1197,None
3,5,1,1215,77,1292,None
4,1,1,454,15,469,None
4,2,4,469,57,526,None
4,3,5,659,73,732,None
4,4,2,809,21,830,None
4,5,3,907,31,938,None
5,1,3,142,48,190,None
5,2,5,432,71,503,None
5,3,4,797,70,867,None
5,4,1,1132,40,1172,None
5,5,2,1172,49,1221,None
6,1,1,340,10,350,None
6,2,5,350,82,432,None
6,3,4,603,34,637,None
6,4,3,730,80,810,None
6,5,2,923,22,945,None
7,1,3,190,17,207,None
7,2,1,251,55,306,None
7,3,2,306,91,397,None
7,4,5,584,75,659,None
7,5,4,1021,7,1028,None
8,1,4,359,47,406,None
8,2,3,447,62,509,None
8,3,2,509,72,581,None
8,4,5,1023,35,1058,None
8,5,1,1058,11,1069,None
9,1,2,152,90,242,None
9,2,3,353,94,447,None
9,3,5,732,50,782,None
9,4,1,844,64,908,None
9,5,4,1028,75,1103,None
10,1,4,454,15,469,None
10,2,3,534,67,601,None
10,3,1,601,12,613,None
10,4,5,1132,20,1152,None
10,5,2,1221,71,1292,None
11,1,5,63,93,156,None
11,2,3,207,29,236,None
11,3,1,613,52,665,None
11,4,2,665,57,722,None
11,5,4,933,68,1001,None
12,1,4,526,77,603,None
12,2,2,830,93,923,None
12,3,1,1069,58,1127,None
12,4,3,1127,70,1197,None
12,5,5,1197,7,1204,None
13,1,2,0,63,63,None
13,2,4,722,27,749,None
13,3,1,749,95,844,None
13,4,5,1152,6,1158,None
13,5,3,1204,82,1286,None
14,1,5,27,36,63,None
14,2,1,380,26,406,None
14,3,4,406,48,454,None
14,4,3,630,56,686,None
14,5,2,1085,87,1172,None
15,1,3,236,36,272,None
15,2,2,397,8,405,None
15,3,5,1088,15,1103,None
15,4,4,1103,76,1179,None
15,5,1,1179,36,1215,None
16,1,5,503,78,581,None
16,2,2,581,84,665,None
16,3,4,867,41,908,None
16,4,1,908,30,938,None
16,5,3,938,76,1014,None
17,1,2,431,78,509,None
17,2,1,674,75,749,None
17,3,5,782,88,870,None
17,4,4,1001,13,1014,None
17,5,3,1014,81,1095,None
18,1,1,160,54,214,None
18,2,5,214,40,254,None
18,3,3,894,13,907,None
18,4,2,945,82,1027,None
18,5,4,1263,29,1292,None
19,1,2,405,26,431,None
19,2,5,870,82,952,None
19,3,1,952,52,1004,None
19,4,4,1180,6,1186,None
19,5,3,1286,6,1292,None
20,1,4,188,54,242,None
20,2,2,242,64,306,None
20,3,1,1004,54,1058,None
20,4,3,1095,32,1127,None
20,5,5,1204,88,1292,None
