Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,3677,654,4331,None
1,2,2,5167,147,5314,None
1,3,3,5731,345,6076,None
1,4,4,6372,447,6819,None
2,1,1,573,321,894,None
2,2,2,1159,520,1679,None
2,3,3,1679,789,2468,None
2,4,4,2787,702,3489,None
3,1,1,1768,12,1780,None
3,2,2,2285,147,2432,None
3,3,3,2492,630,3122,None
3,4,4,4485,255,4740,None
4,1,1,228,345,573,None
4,2,2,573,586,1159,None
4,3,3,1159,214,1373,None
4,4,4,1921,866,2787,None
5,1,1,4331,678,5009,None
5,2,2,5314,532,5846,None
5,3,3,6076,275,6351,None
5,4,4,6819,332,7151,None
6,1,1,5009,963,5972,None
6,2,2,5972,145,6117,None
6,3,3,6351,302,6653,None
6,4,4,7151,225,7376,None
7,1,1,0,25,25,None
7,2,2,25,24,49,None
7,3,3,49,142,191,None
7,4,4,191,589,780,None
8,1,1,894,874,1768,None
8,2,2,1768,517,2285,None
8,3,3,2468,24,2492,None
8,4,4,3489,996,4485,None
9,1,1,1780,114,1894,None
9,2,2,2432,896,3328,None
9,3,3,3328,520,3848,None
9,4,4,4740,541,5281,None
10,1,1,1894,785,2679,None
10,2,2,3328,543,3871,None
10,3,3,3871,336,4207,None
10,4,4,5281,234,5515,None
11,1,1,25,203,228,None
11,2,2,228,210,438,None
11,3,3,438,699,1137,None
11,4,4,1137,784,1921,None
12,1,1,2679,696,3375,None
12,2,2,3871,784,4655,None
12,3,3,4655,855,5510,None
12,4,4,5515,512,6027,None
13,1,1,3375,302,3677,None
13,2,2,4655,512,5167,None
13,3,3,5510,221,5731,None
13,4,4,6027,345,6372,None
