Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,38,11,49,None
1,2,8,107,17,124,None
1,3,8,124,14,138,None
1,4,1,138,10,148,None
1,5,10,148,18,166,None
1,6,9,166,6,172,None
1,7,7,204,9,213,None
1,8,1,278,7,285,None
1,9,9,285,11,296,None
1,10,4,296,16,312,None
1,11,2,312,5,317,None
1,12,4,317,6,323,None
2,1,8,0,17,17,None
2,2,5,17,6,23,None
2,3,2,24,10,34,None
2,4,5,34,9,43,None
2,5,3,43,11,54,None
2,6,6,54,12,66,None
2,7,7,67,5,72,None
2,8,1,73,7,80,None
2,9,7,80,9,89,None
2,10,1,158,10,168,None
2,11,3,179,11,190,None
2,12,4,248,16,264,None
2,13,5,264,8,272,None
3,1,7,0,5,5,None
3,2,5,8,9,17,None
3,3,10,72,18,90,None
3,4,1,99,11,110,None
3,5,7,110,9,119,None
3,6,4,184,16,200,None
3,7,1,200,7,207,None
3,8,1,207,10,217,None
3,9,5,217,6,223,None
3,10,2,223,16,239,None
3,11,3,243,14,257,None
4,1,1,0,8,8,None
4,2,1,60,7,67,None
4,3,9,107,15,122,None
4,4,8,169,14,183,None
4,5,4,200,16,216,None
4,6,8,259,17,276,None
4,7,4,276,7,283,None
4,8,5,283,5,288,None
4,9,3,288,14,302,None
4,10,3,302,10,312,None
4,11,1,328,10,338,None
5,1,8,73,17,90,None
5,2,4,90,16,106,None
5,3,5,115,9,124,None
5,4,5,124,5,129,None
5,5,4,129,7,136,None
5,6,2,138,16,154,None
5,7,2,154,8,162,None
5,8,8,200,14,214,None
5,9,5,223,6,229,None
5,10,10,229,10,239,None
5,11,9,239,9,248,None
5,12,5,248,9,257,None
5,13,10,257,15,272,None
5,14,1,285,7,292,None
6,1,2,0,5,5,None
6,2,2,34,16,50,None
6,3,1,50,10,60,None
6,4,3,68,14,82,None
6,5,5,82,9,91,None
6,6,6,91,16,107,None
6,7,8,183,17,200,None
6,8,8,214,14,228,None
6,9,2,239,5,244,None
6,10,7,244,5,249,None
6,11,9,254,15,269,None
7,1,8,34,14,48,None
7,2,8,48,17,65,None
7,3,8,65,8,73,None
7,4,4,73,16,89,None
7,5,1,89,10,99,None
7,6,2,99,5,104,None
7,7,2,104,5,109,None
7,8,5,109,6,115,None
7,9,4,115,6,121,None
7,10,1,124,6,130,None
7,11,2,130,8,138,None
7,12,7,138,5,143,None
7,13,3,143,11,154,None
7,14,10,182,18,200,None
8,1,1,28,10,38,None
8,2,10,38,6,44,None
8,3,5,44,9,53,None
8,4,7,53,9,62,None
8,5,9,74,11,85,None
8,6,2,85,5,90,None
8,7,7,90,5,95,None
8,8,2,114,5,119,None
8,9,6,119,14,133,None
8,10,6,133,16,149,None
8,11,1,217,11,228,None
8,12,3,232,11,243,None
8,13,5,257,6,263,None
9,1,8,90,17,107,None
9,2,2,109,5,114,None
9,3,1,114,10,124,None
9,4,4,168,16,184,None
9,5,5,184,6,190,None
9,6,7,195,9,204,None
9,7,6,204,14,218,None
9,8,9,218,11,229,None
9,9,9,229,6,235,None
9,10,1,239,11,250,None
9,11,8,293,8,301,None
10,1,4,0,16,16,None
10,2,4,16,11,27,None
10,3,3,28,14,42,None
10,4,5,53,11,64,None
10,5,9,96,11,107,None
10,6,4,107,6,113,None
10,7,5,129,6,135,None
10,8,3,154,11,165,None
10,9,2,274,10,284,None
10,10,2,294,16,310,None
10,11,1,310,8,318,None
10,12,1,318,10,328,None
11,1,9,0,11,11,None
11,2,5,23,9,32,None
11,3,6,32,14,46,None
11,4,4,136,16,152,None
11,5,1,152,6,158,None
11,6,5,158,9,167,None
11,7,7,167,9,176,None
11,8,3,190,14,204,None
11,9,1,250,10,260,None
11,10,4,264,7,271,None
12,1,10,0,6,6,None
12,2,9,11,15,26,None
12,3,4,39,16,55,None
12,4,9,58,6,64,None
12,5,7,72,5,77,None
12,6,3,96,10,106,None
12,7,2,119,5,124,None
12,8,8,245,14,259,None
12,9,7,259,9,268,None
12,10,5,272,6,278,None
12,11,10,304,18,322,None
13,1,2,5,5,10,None
13,2,3,14,14,28,None
13,3,9,28,6,34,None
13,4,5,64,9,73,None
13,5,2,78,5,83,None
13,6,3,106,11,117,None
13,7,1,228,11,239,None
13,8,8,276,17,293,None
13,9,1,293,7,300,None
13,10,1,300,10,310,None
13,11,7,310,9,319,None
14,1,5,0,8,8,None
14,2,1,8,10,18,None
14,3,10,18,18,36,None
14,4,2,50,10,60,None
14,5,7,62,5,67,None
14,6,1,67,6,73,None
14,7,4,152,16,168,None
14,8,3,168,11,179,None
14,9,7,179,9,188,None
14,10,3,204,11,215,None
15,1,1,18,10,28,None
15,2,4,28,11,39,None
15,3,10,62,10,72,None
15,4,6,72,14,86,None
15,5,5,102,6,108,None
15,6,9,122,6,128,None
15,7,2,171,5,176,None
15,8,10,176,6,182,None
15,9,4,232,16,248,None
15,10,2,248,16,264,None
15,11,2,264,10,274,None
15,12,7,274,5,279,None
16,1,8,17,17,34,None
16,2,9,34,15,49,None
16,3,3,54,14,68,None
16,4,9,68,6,74,None
16,5,8,138,14,152,None
16,6,7,152,5,157,None
16,7,7,157,9,166,None
16,8,2,166,5,171,None
16,9,1,171,8,179,None
16,10,2,179,10,189,None
16,11,4,216,16,232,None
16,12,5,232,8,240,None
16,13,1,260,7,267,None
16,14,10,272,6,278,None
17,1,6,0,14,14,None
17,2,9,85,11,96,None
17,3,7,96,9,105,None
17,4,8,152,17,169,None
17,5,5,169,5,174,None
17,6,5,174,6,180,None
17,7,1,180,10,190,None
17,8,7,190,5,195,None
17,9,2,195,10,205,None
17,10,2,205,16,221,None
17,11,3,221,11,232,None
17,12,3,257,14,271,None
17,13,1,271,7,278,None
18,1,6,14,14,28,None
18,2,9,49,9,58,None
18,3,4,58,11,69,None
18,4,5,73,5,78,None
18,5,3,117,14,131,None
18,6,5,190,8,198,None
18,7,9,198,11,209,None
18,8,2,284,10,294,None
18,9,10,294,10,304,None
18,10,8,304,14,318,None
18,11,6,318,12,330,None
19,1,3,0,14,14,None
19,2,2,14,10,24,None
19,3,7,24,9,33,None
19,4,10,44,18,62,None
19,5,2,62,16,78,None
19,6,1,80,6,86,None
19,7,4,121,7,128,None
19,8,10,128,10,138,None
19,9,10,138,6,144,None
19,10,5,145,9,154,None
19,11,2,189,5,194,None
19,12,7,213,5,218,None
19,13,5,288,9,297,None
20,1,7,5,17,22,None
20,2,7,33,13,46,None
20,3,7,46,5,51,None
20,4,3,82,14,96,None
20,5,5,96,6,102,None
20,6,1,130,6,136,None
20,7,5,136,9,145,None
20,8,1,190,10,200,None
20,9,8,228,17,245,None
20,10,9,248,6,254,None
20,11,6,254,14,268,None
20,12,3,271,11,282,None
20,13,2,317,16,333,None
